doc_id,sentence_nr,sentence,relation_types,arguments
OA-STM_093,116,"Nanowires have been fabricated with lengths of 110 mm and diameters as small as 60 nm , giving an aspect ratio of around 3700 [ 18 ] .",All,"['ratio', 'around 3700']"
OA-STM_093,118,"It would clearly be inappropriate to approximate particles with such high aspect ratios as point - like , i.e. having no size or shape .",All,"['ratios', 'aspect']"
OA-STM_093,141,"A major detraction of handling hard - core considerations is that they are complicated by the form of the particles , which is a combination of the particle sizes , shapes and orientations .",All,"['combination', 'the particle sizes', 'combination', 'shapes']"
OA-STM_093,159,The aspect ratio of the elliptical particle is given by f = r+/r- .,All,"['ratio', 'the elliptical particle']"
OA-STM_093,169+170,  Models usedIn this article we explore the effect on the measured Area Disorder of two specific morphological properties:(1 ) the dispersion in particle sizes and (2) the aspect ratio of the particles .,All,"['ratio', 'the particles']"
OA-STM_093,173+174,"  The third type has identical elliptically - shaped particles (HRE) with aspect ratios satisfying a collection of N particles are divided into two populations , numbering p1N and p2N , with p1 and p2 being positive unit - less values satisfying .",All,"['ratios', 'aspect', 'ratios', 'N particles']"
OA-STM_093,198+199+200,"  This behaviour mirrors the trend seen by increasing the disparity in sizes of a bi - dispersed population of particles where as S(a ) increases with s so too does ADDel , as illustrated in Fig.this section we study the changes in behaviour of the Area Disorder as the aspect ratio of the nanoparticles increases , i.e. they become more fibre - like and less circular .",All,"['ratio', 'the nanoparticles']"
OA-STM_093,204+205,"  We investigated a range of aspect ratios from f=1 ( disc shape ) up to f=160(Af=0.05 ) , 70 (Af=0.1) , 30 (Af=0.2) and 105a illustrates the complex relation between the apparent extent of regularity / clustering in the arrangement of nanoparticles given by ADDel and the shape of the particles .",All,"['relation', 'the apparent extent of regularity', 'relation', 'the shape of the particles', 'given by ADDel']"
OA-STM_093,213+214,  An example configuration is given in Fig . fmin is plotted as a function of area fraction and aspect ratio in Fig ..,All,"['ratio', 'aspect']"
OA-STM_093,223,Note that there is no interaction ( neither repulsion nor attraction ) between the particles in the models .,All,"['interaction', 'repulsion', 'interaction', 'attraction']"
OA-STM_093,224,"Hence the formation of such grains , which is often quoted as indicating that interactions or crystallinity are present , is simply an effect of the high aspect ratio ..",All,"['interactions', 'crystallinity']"
OA-STM_093,235,"Thus we arrive at(3)fAf⩽2π3⩽3.627Hence a structural change in the system occurs at fAf>3.6 , and is brought on by the high aspect ratio compared to the area fraction .",All,"['ratio', 'the area fraction']"
OA-STM_095,13,Wave particle interactions and downward parallel electric fields may be responsible for electrons that display a large amount of asymmetry in the upward direction of the energy distribution and have a upward net flux .,All,"['interactions', 'downward parallel electric fields']"
OA-STM_095,42,"In the case of planets with global dipole magnetic fields , such as the Earth , Saturn and Jupiter , auroral emissions occur as a result of atoms and molecules in the respective atmospheres undergoing excitation after collisions with precipitating electrons ( McIlwain , 1960 ) .",All,"['collisions', 'precipitating electrons']"
OA-STM_095,45+46,"  The precipitation of electrons from the plasma sheet is thought to occur mainly from pitch angle diffusion as particles interact with electrostatic electron cyclotron harmonic (ECH) waves ( Johnstone et al . , 1993 ; Villalón et al . , 1995 ) or the scattering of electrons by whistler mode waves(Lyons et al . , 1974 ; Horne and Thorne , 2000 ) .",All,"['interact', 'electrostatic electron cyclotron harmonic (ECH) waves']"
OA-STM_095,72,"The study found a very good correlation between the locations of aurora with regions that were least probable to be on closed field lines from the crust , as well as a simultaneous correlation to increased electron content and precipitating electron flux at these locations .",All,"['correlation', 'the locations of aurora', 'correlation', 'increased electron content', 'correlation', 'precipitating electron flux']"
OA-STM_095,92,"Throughout this paper , we will compare the energy spectra of the electron signatures with spectra from the different regions of the Mars solar wind interaction .",All,"['interaction', 'spectra']"
OA-STM_095,125,"Such strong heating is evidence of wave - particle interaction , which in - turns contributes to the level of degraded primaries , backscattered and secondary electrons and may cause the larger intensities of secondary electrons ( Lundin et al .",All,"['interaction', 'wave - particle', 'interaction', 'particle']"
OA-STM_095,141,"As in the previous example , this suggests wave - particle interactions are involved in the heating of electrons and also in the generation of a secondary electron population .",All,"['interactions', 'wave - particle', 'interactions', 'particle']"
OA-STM_095,171,All signatures show a remarkable correlation with the contours of the radial magnetic field .,All,"['correlation', 'the contours of the radial magnetic field']"
OA-STM_095,173,The correlation of the electron precipitation signatures with the contours of the radial crustal magnetic field also reflect results by Dubinin et al .,All,"['correlation', 'the electron precipitation signatures', 'correlation', 'the contours of the radial crustal magnetic field']"
OA-STM_095,194,"The IMA spectrogram of heavy - ions shows a correlation of heavy - ions to regions of ionosphere , where there is a photoelectron peak around ∼17 - 20eV in the ELS spectrogram .",All,"['correlation', 'heavy - ions to regions of ionosphere']"
OA-STM_095,235+236,"  The DEF energy spectrum for the heavy - ions shown on the right displays multiple peaks , where the peak with the largest DEF occurs at ∼11eV and a second main peak occurs at ∼100eV.Fig.4(b ) shows that at the time of the electron spike signature of Fig . 4(a ) , the electron energy distribution has a clear asymmetry between the upward and downward hemispheres .",All,"['asymmetry', 'the upward and downward hemispheres']"
OA-STM_095,239,"Note , this result is in conflict with the appearance of the energy spectrum , which suggests the electron spike contains tail electrons precipitating along the crustal magnetic field , unless those electrons have already been reflected by converging magnetic fields .",All,"['conflict', 'the appearance of the energy spectrum']"
OA-STM_095,251,"When compared to the best fit Maxwellian distributions , we see a strong resemblance between the main peak and the heated / accelerated model .",All,"['resemblance', 'the main peak', 'resemblance', 'the heated / accelerated model']"
OA-STM_095,293,"Hence , we suggest that this is an example of wave - particle interaction .",All,"['interaction', 'wave - particle', 'interaction', 'particle']"
OA-STM_095,380,"The heating of electrons , have also been found in previous studies ( Lundin et al . , 2006b ; Dubinin et al . , 2009 ) , and suggest the presence of wave - particle interactions .",All,"['interactions', 'wave - particle', 'interactions', 'particle']"
OA-STM_095,389,Comparing the electron energy spectra for all 478 events of electron spikes with spectra from different regions of the solar wind interaction with Mars shows that the electron spikes have a variety of different sources .,All,"['interaction', 'the electron energy spectra', 'interaction', 'Mars']"
OA-STM_095,434,"Note , this also coincided with energy distributions of the electrons and heavy - ions suggesting a downward current .",All,"['coincided', 'heavy - ions', 'energy distributions of']"
OA-STM_096,69,The % phenyalanine content does not directly correlate with the deficiency seen in respiratory chain complex activities .,All,"['correlate', 'the deficiency', 'in respiratory chain complex activities']"
OA-STM_097,3,"However , to date tephrochronology has rarely been fully utilised in this region as a correlation and dating tool .",All,"['correlation', 'dating tool']"
OA-STM_097,32,"In many environments , post - depositional processes can significantly modify the record ( discussed below ) , complicating tephra identification , characterisation , and correlations .",All,"['correlations', 'characterisation']"
